year, mo, day, hr, min, db, obs, T, hum, wind spd, prec, cover, people
2017,7,1,9,4,46.948,No People,,,,,,2
2017,7,1,9,5,48.099,No People,,,,,,
2017,7,1,9,6,46.809,No People,,,,,,
2017,7,1,9,7,46.816,No People,,,,,,
2017,7,1,9,8,46.814,No People,,,,,,
2017,7,1,9,9,47.563,No People,,,,,,
2017,7,1,9,10,47.527,No People,,,,,,
2017,7,1,9,11,48.246,No People,,,,,,
2017,7,1,9,12,47.113,No People,,,,,,
2017,7,1,9,13,47.008,No People,,,,,,
2017,7,1,9,14,46.88,No People,,,,,,
2017,7,1,9,15,47.421,,,,,,,
2017,7,1,9,16,48.901,,,,,,,
2017,7,1,9,17,48.805,,,,,,,
2017,7,1,9,18,47.655,,,,,,,
2017,7,1,9,19,47.092,Crowd,,,,,,
2017,7,1,9,20,50.185,,,,,,,
2017,7,1,9,21,58.238,No People,,,,,,
2017,7,1,9,22,47.23,No People,,,,,,
2017,7,1,9,23,47.197,No People,,,,,,
2017,7,1,9,24,47.152,No People,,,,,,
2017,7,1,9,25,48.141,No People,,,,,,
2017,7,1,9,26,47.39,No People,,,,,,
2017,7,1,9,27,47.735,No People,,,,,,
2017,7,1,9,28,50.712,No People,,,,,,
2017,7,1,9,29,48.608,No People,,,,,,
2017,7,1,9,30,48.679,,,,,,,
2017,7,1,9,31,48.543,,,,,,,
2017,7,1,9,32,48.782,,,,,,,
2017,7,1,9,33,47.501,,,,,,,
2017,7,1,9,34,47.297,Bicycle,,,,,,0
2017,7,1,9,35,47.099,,,,,,,
2017,7,1,9,36,47.313,,,,,,,
2017,7,1,9,37,48.495,,,,,,,
2017,7,1,9,38,47.156,,,,,,,
2017,7,1,9,39,46.967,,,,,,,
2017,7,1,9,40,47.004,,,,,,,
2017,7,1,9,41,47.292,No People,,,,,,
2017,7,1,9,42,46.987,No People,,,,,,
2017,7,1,9,43,46.872,No People,,,,,,
2017,7,1,9,44,46.995,No People,,,,,,
2017,7,1,9,45,47.142,,,,,,,
2017,7,1,9,46,46.962,,,,,,,
2017,7,1,9,47,47.544,,,,,,,
2017,7,1,9,48,47.389,,,,,,,
2017,7,1,9,49,48.89,,,,,,,
2017,7,1,9,50,48.277,Crowd,,,,,,
2017,7,1,9,51,53.03,,,,,,,
2017,7,1,9,52,55.78,,,,,,,
2017,7,1,9,53,59.243,,,,,,,
2017,7,1,9,54,53.454,,,,,,,
2017,7,1,9,55,52.332,,,,,,,
2017,7,1,9,56,52.798,,61,100,3.5,n/a,overcast,
2017,7,1,9,57,52.923,,,,,,,
2017,7,1,9,58,56.023,Individual,,,,,,
2017,7,1,9,59,50.005,,,,,,,
2017,7,1,10,0,50.008,,,,,,,
2017,7,1,10,1,49.249,,,,,,,
2017,7,1,10,2,48.227,,,,,,,
2017,7,1,10,3,47.599,,,,,,,
2017,7,1,10,4,47.492,,,,,,,2
2017,7,1,10,5,47.91,,,,,,,
2017,7,1,10,6,47.023,,,,,,,
2017,7,1,10,7,48.193,No People,,,,,,
2017,7,1,10,8,46.777,No People,,,,,,
2017,7,1,10,9,46.844,No People,,,,,,
2017,7,1,10,10,47.695,,,,,,,
2017,7,1,10,11,47.885,,,,,,,
2017,7,1,10,12,50.689,,,,,,,
2017,7,1,10,13,54.212,,,,,,,
2017,7,1,10,14,64.341,Baby Crying,,,,,,
2017,7,1,10,15,55.589,,,,,,,
2017,7,1,10,16,47.602,,,,,,,
2017,7,1,10,17,49.472,,,,,,,
2017,7,1,10,18,47.421,,,,,,,
2017,7,1,10,19,47.727,,,,,,,
2017,7,1,10,20,47.565,,,,,,,
2017,7,1,10,21,49.61,,,,,,,
2017,7,1,10,22,48.169,,,,,,,
2017,7,1,10,23,46.981,,,,,,,
2017,7,1,10,24,47.001,,,,,,,
2017,7,1,10,25,50.261,Crowd,,,,,,
2017,7,1,10,26,49.442,,,,,,,
2017,7,1,10,27,50.67,,,,,,,
2017,7,1,10,28,48.426,,,,,,,
2017,7,1,10,29,47.38,,,,,,,
2017,7,1,10,30,48.852,Dogs barking,,,,,,
2017,7,1,10,31,46.999,,,,,,,
2017,7,1,10,32,48.426,,,,,,,
2017,7,1,10,33,48.921,,,,,,,
2017,7,1,10,34,50.118,Crowd,,,,,,17
2017,7,1,10,35,48.896,,,,,,,
2017,7,1,10,36,51.759,,,,,,,
2017,7,1,10,37,49.393,,,,,,,
2017,7,1,10,38,47.724,,,,,,,
2017,7,1,10,39,49.326,,,,,,,
2017,7,1,10,40,50.811,,,,,,,
2017,7,1,10,41,51.168,Individual,,,,,,
2017,7,1,10,42,50.417,,,,,,,
2017,7,1,10,43,50.334,,,,,,,
2017,7,1,10,44,48.24,,,,,,,
2017,7,1,10,45,49.719,,,,,,,
2017,7,1,10,46,48.502,,,,,,,
2017,7,1,10,47,49.237,,,,,,,
2017,7,1,10,48,48.739,,,,,,,
2017,7,1,10,49,52.485,,,,,,,
2017,7,1,10,50,47.106,,,,,,,
2017,7,1,10,51,49.472,,,,,,,
2017,7,1,10,52,54.635,,,,,,,
2017,7,1,10,53,47.818,,,,,,,
2017,7,1,10,54,47.815,,,,,,,
2017,7,1,10,55,48.304,,,,,,,
2017,7,1,10,56,47.85,,63,93,3.5,n/a,overcast,
2017,7,1,10,57,52.041,,,,,,,
2017,7,1,10,58,51.905,,,,,,,
2017,7,1,10,59,56.926,Crowd,,,,,,
2017,7,1,11,0,50.146,,,,,,,
2017,7,1,11,1,50.441,,,,,,,
2017,7,1,11,2,48.922,,,,,,,
2017,7,1,11,3,57.552,,,,,,,
2017,7,1,11,4,53.081,,,,,,,
2017,7,1,11,5,57.447,Crowd,,,,,,10
2017,7,1,11,6,55.479,,,,,,,
2017,7,1,11,7,51.256,,,,,,,
2017,7,1,11,8,50.062,,,,,,,
2017,7,1,11,9,48.27,,,,,,,
2017,7,1,11,10,46.464,,,,,,,
2017,7,1,11,11,46.575,,,,,,,
2017,7,1,11,12,47.028,,,,,,,
2017,7,1,11,13,47.353,,,,,,,
2017,7,1,11,14,46.663,Bicycle,,,,,,
2017,7,1,11,15,49.296,,,,,,,
2017,7,1,11,16,50.056,,,,,,,
2017,7,1,11,17,49.262,,,,,,,
2017,7,1,11,18,48.553,,,,,,,
2017,7,1,11,19,49.804,,,,,,,
