year,mo,day,hr,min,db,obs,T,hum,wind spd,prec,cover,people
2017,7,9,12,20,40.73,,,,,,,32
2017,7,9,12,21,41.184,,,,,,,
2017,7,9,12,22,44.09,,,,,,,
2017,7,9,12,23,46.944,,,,,,,
2017,7,9,12,24,48.433,,,,,,,
2017,7,9,12,25,47.596,,,,,,,
2017,7,9,12,26,47.557,,,,,,,
2017,7,9,12,27,43.71,,,,,,,
2017,7,9,12,28,44.663,dog barking,,,,,,
2017,7,9,12,29,42.16,crowd,,,,,,
2017,7,9,12,30,42.614,,,,,,,
2017,7,9,12,31,42.134,,,,,,,
2017,7,9,12,32,43.405,,,,,,,
2017,7,9,12,33,43.934,,,,,,,
2017,7,9,12,34,45.603,,,,,,,
2017,7,9,12,35,48.106,,,,,,,
2017,7,9,12,36,52.827,crowd,,,,,,
2017,7,9,12,37,45.573,,,,,,,
2017,7,9,12,38,45.383,,,,,,,
2017,7,9,12,39,46.252,,,,,,,
2017,7,9,12,40,46.001,,,,,,,
2017,7,9,12,41,45.875,,,,,,,
2017,7,9,12,42,43.461,,,,,,,
2017,7,9,12,43,45.005,,,,,,,
2017,7,9,12,44,50.353,,,,,,,
2017,7,9,12,45,48.823,children,,,,,,
2017,7,9,12,46,50.118,,,,,,,
2017,7,9,12,47,55.724,,,,,,,
2017,7,9,12,48,46.661,,,,,,,
2017,7,9,12,49,41.01,,,,,,,
2017,7,9,12,50,42.015,,,,,,,
2017,7,9,12,51,46.305,,,,,,,80
2017,7,9,12,52,45.321,,,,,,,
2017,7,9,12,53,44.122,car alarm,,,,,,
2017,7,9,12,54,42.924,,,,,,,
2017,7,9,12,55,43.279,,,,,,,
2017,7,9,12,56,44.264,,77,45,5.8,n/a,partly cloudy,
2017,7,9,12,57,43.441,,,,,,,
2017,7,9,12,58,48.677,,,,,,,
2017,7,9,12,59,46.836,,,,,,,
2017,7,9,13,0,45.754,,,,,,,
2017,7,9,13,1,45.287,,,,,,,
2017,7,9,13,2,49.517,car beeping,,,,,,
2017,7,9,13,3,49.737,,,,,,,
2017,7,9,13,4,45.982,,,,,,,
2017,7,9,13,5,45.608,,,,,,,
2017,7,9,13,6,45.297,car honking,,,,,,
2017,7,9,13,7,44.441,,,,,,,
2017,7,9,13,8,46.067,,,,,,,
2017,7,9,13,9,53.526,,,,,,,
2017,7,9,13,10,43.39,dog,,,,,,
2017,7,9,13,11,45.818,,,,,,,
2017,7,9,13,12,49.098,,,,,,,
2017,7,9,13,13,42.822,,,,,,,
2017,7,9,13,14,45.49,individual,,,,,,
2017,7,9,13,15,48.435,,,,,,,
2017,7,9,13,16,52.276,"children, trolley bell",,,,,,
2017,7,9,13,17,50.153,dog,,,,,,
2017,7,9,13,18,49.826,,,,,,,32
2017,7,9,13,19,48.352,,,,,,,
2017,7,9,13,20,44.956,,,,,,,
2017,7,9,13,21,48.035,,,,,,,
2017,7,9,13,22,43.709,baby crying,,,,,,
2017,7,9,13,23,45.685,,,,,,,
2017,7,9,13,24,49.196,,,,,,,
2017,7,9,13,25,48.238,individual yelling,,,,,,
2017,7,9,13,26,49.033,,,,,,,
2017,7,9,13,27,42.293,motorcycle,,,,,,
2017,7,9,13,28,48.757,,,,,,,
2017,7,9,13,29,49.102,motorcycle,,,,,,
2017,7,9,13,30,47.516,,,,,,,
2017,7,9,13,31,47.427,,,,,,,
2017,7,9,13,32,49.323,,,,,,,
2017,7,9,13,33,50.141,,,,,,,
2017,7,9,13,34,47.764,children,,,,,,
2017,7,9,13,35,46.19,,,,,,,
2017,7,9,13,36,51.527,,,,,,,
2017,7,9,13,37,52.232,,,,,,,
2017,7,9,13,38,45.24,,,,,,,
2017,7,9,13,39,54.404,,,,,,,
2017,7,9,13,40,48.964,car alarm,,,,,,
2017,7,9,13,41,44.998,,,,,,,
2017,7,9,13,42,43.414,,,,,,,
2017,7,9,13,43,45.98,,,,,,,
2017,7,9,13,44,48.345,,,,,,,
2017,7,9,13,45,45.823,,,,,,,
2017,7,9,13,46,47.543,,,,,,,
2017,7,9,13,47,47.143,,,,,,,
2017,7,9,13,48,51.301,,,,,,,
2017,7,9,13,49,43.28,,,,,,,
2017,7,9,13,50,47.237,,,,,,,
2017,7,9,13,51,51.36,motorcycles,,,,,,
2017,7,9,13,52,49.726,,,,,,,43
