2017,7,7,8,59,19,46.6
2017,7,7,8,59,20,46.9
2017,7,7,8,59,21,47.4
2017,7,7,8,59,22,82.4
2017,7,7,8,59,23,80.8
2017,7,7,8,59,24,83.7
2017,7,7,8,59,25,68.2
2017,7,7,8,59,26,58.9
2017,7,7,8,59,27,54.4
2017,7,7,8,59,28,54.4
2017,7,7,8,59,29,51.2
2017,7,7,8,59,30,47.2
2017,7,7,8,59,31,51.4
2017,7,7,8,59,32,50.9
2017,7,7,8,59,33,52.6
2017,7,7,8,59,34,49.5
2017,7,7,8,59,35,49.8
2017,7,7,8,59,36,51.9
2017,7,7,8,59,37,49.5
2017,7,7,8,59,38,50.3
2017,7,7,8,59,39,49.4
2017,7,7,8,59,40,49.6
2017,7,7,8,59,41,47.7
2017,7,7,8,59,42,47.4
2017,7,7,8,59,43,46.3
2017,7,7,8,59,44,46.0
2017,7,7,8,59,45,46.4
2017,7,7,8,59,46,45.9
2017,7,7,8,59,47,44.5
2017,7,7,8,59,48,44.6
2017,7,7,8,59,49,44.8
2017,7,7,8,59,50,44.4
2017,7,7,8,59,51,44.3
2017,7,7,8,59,52,44.4
2017,7,7,8,59,53,45.1
2017,7,7,8,59,54,44.5
2017,7,7,8,59,55,44.2
2017,7,7,8,59,56,43.8
2017,7,7,8,59,57,44.8
2017,7,7,8,59,58,45.6
2017,7,7,8,59,59,45.3
2017,7,7,9,0,0,45.2
2017,7,7,9,0,1,45.5
2017,7,7,9,0,2,44.4
2017,7,7,9,0,3,44.8
2017,7,7,9,0,4,45.9
2017,7,7,9,0,5,51.8
2017,7,7,9,0,6,46.3
2017,7,7,9,0,7,48.7
2017,7,7,9,0,8,48.3
2017,7,7,9,0,9,45.5
2017,7,7,9,0,10,45.4
2017,7,7,9,0,11,45.7
2017,7,7,9,0,12,45.5
2017,7,7,9,0,13,45.1
2017,7,7,9,0,14,44.3
2017,7,7,9,0,15,44.2
2017,7,7,9,0,16,45.1
2017,7,7,9,0,17,44.3
2017,7,7,9,0,18,44.0
2017,7,7,9,0,19,43.7
2017,7,7,9,0,20,43.6
2017,7,7,9,0,21,43.9
2017,7,7,9,0,22,43.7
2017,7,7,9,0,23,43.3
2017,7,7,9,0,24,43.4
2017,7,7,9,0,25,43.6
2017,7,7,9,0,26,43.4
2017,7,7,9,0,27,43.7
2017,7,7,9,0,28,44.1
2017,7,7,9,0,29,44.3
2017,7,7,9,0,30,45.1
2017,7,7,9,0,31,44.4
2017,7,7,9,0,32,44.9
2017,7,7,9,0,33,44.9
2017,7,7,9,0,34,45.2
2017,7,7,9,0,35,44.6
2017,7,7,9,0,36,44.5
2017,7,7,9,0,37,47.9
2017,7,7,9,0,38,48.1
2017,7,7,9,0,39,48.5
2017,7,7,9,0,40,52.2
2017,7,7,9,0,41,51.3
2017,7,7,9,0,42,52.0
2017,7,7,9,0,43,52.8
2017,7,7,9,0,44,52.8
2017,7,7,9,0,45,52.8
2017,7,7,9,0,46,51.6
2017,7,7,9,0,47,46.4
2017,7,7,9,0,48,45.7
2017,7,7,9,0,49,49.3
2017,7,7,9,0,50,45.4
2017,7,7,9,0,51,44.9
2017,7,7,9,0,52,46.1
2017,7,7,9,0,53,45.3
2017,7,7,9,0,54,45.6
2017,7,7,9,0,55,45.7
2017,7,7,9,0,56,45.8
2017,7,7,9,0,57,46.2
2017,7,7,9,0,58,46.4
2017,7,7,9,0,59,47.6
2017,7,7,9,1,0,45.6
2017,7,7,9,1,1,47.4
2017,7,7,9,1,2,45.6
2017,7,7,9,1,3,46.0
2017,7,7,9,1,4,46.3
2017,7,7,9,1,5,46.7
2017,7,7,9,1,6,47.1
2017,7,7,9,1,7,49.3
2017,7,7,9,1,8,50.0
2017,7,7,9,1,9,54.6
2017,7,7,9,1,10,55.0
2017,7,7,9,1,11,53.7
2017,7,7,9,1,12,55.2
2017,7,7,9,1,13,53.3
2017,7,7,9,1,14,53.1
2017,7,7,9,1,15,52.7
2017,7,7,9,1,16,51.8
2017,7,7,9,1,17,47.0
2017,7,7,9,1,18,45.8
2017,7,7,9,1,19,45.8
2017,7,7,9,1,20,46.7
2017,7,7,9,1,21,45.7
2017,7,7,9,1,22,44.8
2017,7,7,9,1,23,44.8
2017,7,7,9,1,24,46.3
2017,7,7,9,1,25,45.1
2017,7,7,9,1,26,45.7
2017,7,7,9,1,27,46.0
2017,7,7,9,1,28,46.4
2017,7,7,9,1,29,46.4
2017,7,7,9,1,30,47.0
2017,7,7,9,1,31,46.6
2017,7,7,9,1,32,46.5
2017,7,7,9,1,33,46.4
2017,7,7,9,1,34,45.9
2017,7,7,9,1,35,45.2
2017,7,7,9,1,36,45.5
2017,7,7,9,1,37,45.1
2017,7,7,9,1,38,45.0
2017,7,7,9,1,39,48.0
2017,7,7,9,1,40,47.5
2017,7,7,9,1,41,49.5
2017,7,7,9,1,42,46.5
2017,7,7,9,1,43,44.5
2017,7,7,9,1,44,46.4
2017,7,7,9,1,45,49.3
2017,7,7,9,1,46,50.8
2017,7,7,9,1,47,46.9
2017,7,7,9,1,48,46.4
2017,7,7,9,1,49,45.3
2017,7,7,9,1,50,45.2
2017,7,7,9,1,51,44.2
2017,7,7,9,1,52,44.0
2017,7,7,9,1,53,44.5
2017,7,7,9,1,54,44.6
2017,7,7,9,1,55,45.1
2017,7,7,9,1,56,44.7
2017,7,7,9,1,57,45.5
2017,7,7,9,1,58,45.0
2017,7,7,9,1,59,44.8
2017,7,7,9,2,0,44.7
2017,7,7,9,2,1,45.3
2017,7,7,9,2,2,44.7
2017,7,7,9,2,3,41.9
2017,7,7,9,2,4,43.4
2017,7,7,9,2,5,43.9
2017,7,7,9,2,6,41.8
2017,7,7,9,2,7,42.3
2017,7,7,9,2,8,43.0
2017,7,7,9,2,9,42.5
2017,7,7,9,2,10,43.1
2017,7,7,9,2,11,43.3
2017,7,7,9,2,12,43.1
2017,7,7,9,2,13,42.3
2017,7,7,9,2,14,41.9
2017,7,7,9,2,15,43.4
2017,7,7,9,2,16,43.9
2017,7,7,9,2,17,43.4
2017,7,7,9,2,18,43.4
2017,7,7,9,2,19,43.0
2017,7,7,9,2,20,43.9
2017,7,7,9,2,21,44.5
2017,7,7,9,2,22,43.4
2017,7,7,9,2,23,44.0
2017,7,7,9,2,24,43.5
2017,7,7,9,2,25,43.5
2017,7,7,9,2,26,43.2
2017,7,7,9,2,27,44.1
2017,7,7,9,2,28,44.8
